property_type,price,city,baths,bedrooms,Area Type,Area Size,Faisalabad,Islamabad,Karachi,Lahore,Kanal
Flat,3965000,Islamabad,2,2,Marla,4.2,0,1,0,0,0
Flat,3760000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,5656000,Islamabad,2,2,Marla,3.6,0,1,0,0,0
Flat,35100000,Karachi,3,3,Marla,12.2,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,4848000,Karachi,3,3,Marla,3.6,0,0,1,0,0
Flat,5049000,Karachi,2,0,Marla,4.0,0,0,1,0,0
House,32900000,Lahore,5,4,Marla,10.0,0,0,0,1,0
Flat,4790000,Karachi,2,2,Marla,4.2,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,37900000,Islamabad,6,6,Marla,14.2,0,1,0,0,0
Flat,31100000,Islamabad,0,1,Marla,5.1,0,1,0,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,2997000,Islamabad,2,2,Marla,3.0,0,1,0,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,9743000,Karachi,4,3,Marla,9.6,0,0,1,0,0
Flat,4666000,Karachi,3,2,Marla,5.8,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,2120000,Karachi,1,2,Marla,8.1,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,7913000,Lahore,1,1,Marla,1.7,0,0,0,1,0
Flat,3230000,Karachi,0,2,Marla,5.2,0,0,1,0,0
Flat,3230000,Karachi,2,2,Marla,5.2,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,1225000,Karachi,0,1,Marla,1.6,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,4290000,Islamabad,2,1,Marla,2.8,0,1,0,0,0
House,4930000,Lahore,3,5,Marla,5.0,0,0,0,1,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,6365000,Islamabad,1,1,Marla,4.2,0,1,0,0,0
Flat,235000,Islamabad,4,3,Marla,11.7,0,1,0,0,0
Flat,2175000,Lahore,0,0,Marla,2.8,0,0,0,1,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,5136000,Karachi,3,3,Marla,7.1,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,7966000,Karachi,3,3,Marla,5.6,0,0,1,0,0
Flat,3360000,Islamabad,2,1,Marla,2.1,0,1,0,0,0
House,4949000,Lahore,0,3,Marla,3.0,0,0,0,1,0
Flat,3380000,Karachi,0,0,Marla,3.4,0,0,1,0,0
Flat,61230,Karachi,1,1,Marla,2.0,0,0,1,0,0
Flat,2632000,Islamabad,2,2,Marla,2.6,0,1,0,0,0
Flat,7997000,Karachi,3,3,Marla,5.6,0,0,1,0,0
Flat,4790000,Karachi,2,2,Marla,4.2,0,0,1,0,0
Flat,1825000,Karachi,1,1,Marla,2.0,0,0,1,0,0
Flat,2975000,Islamabad,2,2,Marla,3.0,0,1,0,0,0
House,2220000,Lahore,1,2,Marla,3.3,0,0,0,1,0
Flat,3485000,Islamabad,2,1,Marla,1.9,0,1,0,0,0
House,7825000,Lahore,5,4,Marla,5.0,0,0,0,1,0
House,7860000,Lahore,5,4,Marla,5.0,0,0,0,1,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,4190000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,8405000,Islamabad,3,3,Marla,9.1,0,1,0,0,0
House,23460,Islamabad,3,3,Marla,10.0,0,1,0,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,2885000,Islamabad,2,3,Marla,3.0,0,1,0,0,0
Flat,3762000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
Flat,4666000,Karachi,3,2,Marla,5.8,0,0,1,0,0
Flat,138000,Islamabad,0,3,Marla,9.3,0,1,0,0,0
Flat,133000,Islamabad,0,3,Marla,9.3,0,1,0,0,0
House,4190000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3825000,Islamabad,0,0,Marla,2.0,0,1,0,0,0
House,5083000,Islamabad,2,2,Marla,4.0,0,1,0,0,0
House,3735000,Lahore,6,5,Marla,10.0,0,0,0,1,0
House,6243000,Karachi,3,4,Marla,5.0,0,0,1,0,0
Flat,167000,Islamabad,0,3,Marla,9.3,0,1,0,0,0
Flat,162000,Islamabad,0,3,Marla,9.3,0,1,0,0,0
Flat,161000,Islamabad,0,3,Marla,9.3,0,1,0,0,0
Flat,2430000,Karachi,2,3,Marla,3.1,0,0,1,0,0
Flat,1904000,Lahore,0,0,Marla,2.1,0,0,0,1,0
House,6470000,Faisalabad,3,6,Marla,3.0,1,0,0,0,0
Flat,2195000,Lahore,1,1,Marla,2.2,0,0,0,1,0
Penthouse,43700000,Karachi,0,4,Marla,9.6,0,0,1,0,0
Flat,5160000,Lahore,1,1,Marla,2.3,0,0,0,1,0
Flat,2225000,Lahore,1,1,Marla,1.6,0,0,0,1,0
Flat,1845000,Islamabad,1,1,Marla,3.1,0,1,0,0,0
House,4190000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,2890000,Lahore,1,2,Marla,5.0,0,0,0,1,0
Flat,1630000,Karachi,0,0,Marla,3.5,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4665000,Karachi,2,2,Marla,5.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
Flat,5136000,Karachi,3,3,Marla,7.1,0,0,1,0,0
Flat,7849000,Islamabad,3,3,Marla,7.9,0,1,0,0,0
Flat,6293000,Karachi,3,2,Marla,6.3,0,0,1,0,0
Flat,9547000,Karachi,4,3,Marla,9.6,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,5136000,Karachi,3,3,Marla,7.1,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,12350,Islamabad,0,0,Marla,5.0,0,1,0,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4666000,Karachi,2,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,3,3,Marla,9.8,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4090000,Karachi,2,2,Marla,5.7,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4665000,Karachi,3,2,Marla,5.8,0,0,1,0,0
Flat,4665000,Karachi,3,2,Marla,5.8,0,0,1,0,0
Flat,4665000,Karachi,3,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4665000,Karachi,3,2,Marla,5.8,0,0,1,0,0
Flat,7960000,Karachi,4,3,Marla,9.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3255000,Rawalpindi,1,1,Marla,2.1,0,0,0,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,4797000,Karachi,4,3,Marla,6.7,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,4,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,4,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
House,4690000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,3763000,Karachi,2,2,Marla,5.2,0,0,1,0,0
Flat,4796000,Karachi,4,3,Marla,6.7,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,5136000,Karachi,4,3,Marla,7.1,0,0,1,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,4979000,Islamabad,0,0,Marla,3.0,0,1,0,0,0
Flat,1775000,Karachi,1,1,Marla,1.8,0,0,1,0,0
Flat,8416000,Karachi,2,2,Marla,4.7,0,0,1,0,0
Flat,2860000,Rawalpindi,1,1,Marla,1.3,0,0,0,0,0
Flat,397000,Islamabad,2,2,Marla,7.6,0,1,0,0,0
Flat,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,35700000,Lahore,2,2,Marla,10.0,0,0,0,1,0
House,8350000,Lahore,4,3,Marla,4.0,0,0,0,1,0
House,3190000,Lahore,2,3,Marla,3.0,0,0,0,1,0
Flat,5180000,Islamabad,2,2,Marla,3.3,0,1,0,0,0
Flat,7294000,Islamabad,3,3,Marla,4.6,0,1,0,0,0
House,4595000,Karachi,0,0,Marla,4.8,0,0,1,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Upper Portion,2630000,Karachi,0,0,Marla,3.2,0,0,1,0,0
House,2290000,Lahore,2,2,Marla,3.0,0,0,0,1,0
Lower Portion,23080,Islamabad,2,2,Marla,7.0,0,1,0,0,0
Lower Portion,6548000,Karachi,3,3,Marla,4.8,0,0,1,0,0
Flat,3006000,Lahore,1,1,Marla,1.5,0,0,0,1,0
Flat,4392000,Lahore,1,1,Marla,2.2,0,0,0,1,0
Flat,4581000,Lahore,1,1,Marla,2.3,0,0,0,1,0
Flat,4635000,Lahore,1,1,Marla,2.3,0,0,0,1,0
Flat,4248000,Lahore,1,1,Marla,2.1,0,0,0,1,0
Flat,4340000,Lahore,1,1,Marla,2.1,0,0,0,1,0
Flat,4410000,Lahore,1,1,Marla,2.2,0,0,0,1,0
Flat,4240000,Lahore,1,1,Marla,2.1,0,0,0,1,0
House,4645000,Lahore,0,0,Marla,2.1,0,0,0,1,0
House,2485000,Faisalabad,2,2,Marla,2.5,1,0,0,0,0
House,3125000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,5420000,Islamabad,3,2,Marla,5.0,0,1,0,0,0
Flat,3517000,Lahore,1,2,Marla,2.0,0,0,0,1,0
House,330000,Karachi,2,2,Marla,10.0,0,0,1,0,0
House,9599000,Rawalpindi,5,4,Marla,5.0,0,0,0,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,4490000,Lahore,4,3,Marla,3.0,0,0,0,1,0
Flat,1790000,Lahore,1,1,Marla,1.0,0,0,0,1,0
Flat,6169000,Lahore,1,1,Marla,1.8,0,0,0,1,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
Flat,3975000,Islamabad,0,1,Marla,1.6,0,1,0,0,0
Flat,6325000,Islamabad,0,2,Marla,3.3,0,1,0,0,0
Flat,5499000,Karachi,2,2,Marla,4.0,0,0,1,0,0
House,2880000,Lahore,2,2,Marla,1.5,0,0,0,1,0
House,6299000,Lahore,3,3,Marla,4.0,0,0,0,1,0
Flat,201000,Islamabad,2,2,Marla,3.6,0,1,0,0,0
Penthouse,6372000,Faisalabad,2,2,Marla,3.1,1,0,0,0,0
House,44800000,Karachi,6,6,Marla,10.6,0,0,1,0,0
Upper Portion,1725000,Lahore,1,2,Marla,3.0,0,0,0,1,0
Flat,7613000,Lahore,2,2,Marla,3.9,0,0,0,1,0
Flat,7889000,Karachi,3,3,Marla,5.9,0,0,1,0,0
Flat,4680000,Islamabad,2,2,Marla,3.6,0,1,0,0,0
Flat,1980000,Lahore,1,2,Marla,2.0,0,0,0,1,0
House,6170000,Faisalabad,0,0,Marla,5.0,1,0,0,0,0
House,6642000,Karachi,0,0,Marla,5.0,0,0,1,0,0
Flat,450000,Islamabad,2,0,Marla,8.0,0,1,0,0,0
House,9225000,Lahore,3,3,Marla,5.0,0,0,0,1,0
Flat,2510000,Karachi,0,0,Marla,4.8,0,0,1,0,0
Flat,3490000,Karachi,2,4,Marla,4.4,0,0,1,0,0
Flat,2875000,Karachi,1,1,Marla,2.0,0,0,1,0,0
Flat,35900000,Islamabad,3,3,Marla,9.3,0,1,0,0,0
Flat,5576000,Islamabad,1,1,Marla,3.1,0,1,0,0,0
Flat,4680000,Islamabad,2,2,Marla,3.6,0,1,0,0,0
Room,1800,Rawalpindi,0,0,Marla,1.0,0,0,0,0,0
House,4490000,Lahore,3,3,Marla,3.0,0,0,0,1,0
House,5,Karachi,4,4,Marla,12.0,0,0,1,0,0
Flat,3570000,Islamabad,1,1,Marla,1.9,0,1,0,0,0
House,4995000,Lahore,4,4,Marla,3.0,0,0,0,1,0
House,3775000,Lahore,0,0,Marla,3.5,0,0,0,1,0
House,7470000,Karachi,3,3,Marla,6.4,0,0,1,0,0
Flat,4392000,Lahore,0,1,Marla,2.2,0,0,0,1,0
Flat,3975000,Islamabad,0,1,Marla,1.6,0,1,0,0,0
Flat,6325000,Islamabad,0,2,Marla,3.3,0,1,0,0,0
House,3399000,Lahore,2,2,Marla,2.0,0,0,0,1,0
House,149000,Karachi,5,5,Marla,14.0,0,0,1,0,0
Flat,4680000,Islamabad,2,2,Marla,3.6,0,1,0,0,0
Flat,3825000,Islamabad,1,1,Marla,2.0,0,1,0,0,0
House,5349000,Lahore,0,0,Marla,5.0,0,0,0,1,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
House,5556000,Rawalpindi,5,5,Marla,5.0,0,0,0,0,0
House,6,Karachi,4,4,Marla,6.0,0,0,1,0,0
House,3455000,Lahore,2,3,Marla,3.0,0,0,0,1,0
House,7095000,Rawalpindi,4,4,Marla,4.0,0,0,0,0,0
House,6642000,Karachi,3,3,Marla,5.0,0,0,1,0,0
Flat,9715000,Lahore,2,2,Marla,5.1,0,0,0,1,0
Flat,6840000,Karachi,2,2,Marla,3.8,0,0,1,0,0
Flat,6840000,Karachi,2,2,Marla,3.8,0,0,1,0,0
Flat,4842000,Islamabad,0,2,Marla,3.3,0,1,0,0,0
Flat,8130000,Lahore,0,0,Marla,4.8,0,0,0,1,0
Flat,8130000,Lahore,0,0,Marla,4.8,0,0,0,1,0
Flat,8130000,Lahore,0,0,Marla,4.8,0,0,0,1,0
Flat,8130000,Lahore,0,0,Marla,4.8,0,0,0,1,0
Flat,8130000,Lahore,0,1,Marla,4.8,0,0,0,1,0
Flat,8130000,Lahore,0,0,Marla,4.8,0,0,0,1,0
Flat,2499000,Karachi,2,2,Marla,4.0,0,0,1,0,0
House,273000,Islamabad,5,4,Marla,10.0,0,1,0,0,0
House,4490000,Lahore,4,3,Marla,3.0,0,0,0,1,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Flat,4223000,Karachi,2,2,Marla,3.5,0,0,1,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23300,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23800,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Flat,3819000,Lahore,2,2,Marla,2.7,0,0,0,1,0
House,31300000,Lahore,6,5,Marla,10.0,0,0,0,1,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,25700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,22200,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Upper Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,23700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
Lower Portion,24700,Rawalpindi,0,0,Marla,7.0,0,0,0,0,0
